;description;energy;kms;location;make;model;price;title;transmission;year
5486;solo 15000 km;gasolina;15000;Miraflores - Lima - Lima;mercedes;benz ml 350;20000;mercedes benz ml 350 2009;automática;2009
5487;;gasolina;16000;Miraflores - Lima - Lima;mercedes;benz glc 250 4matic;45000;mercedes benz glc 250 4matic 2017;automática;2017
5488;;gasolina;9900;San Borja - Lima - Lima;mercedes;benz cla 180;22500;mercedes benz cla 180 2015;automática (secuencial);2015
5489;;gasolina;146000;Miraflores - Lima - Lima;mercedes;benz c-200 kompressor;6500;mercedes benz c-200 kompressor 2003;automática (secuencial);2003
5490;;gasolina;28300;Cajamarca - Cajamarca - Cajamarca;mercedes;benz a200;22500;mercedes benz a200 2016;automática (secuencial);2016
5491;;gasolina;60000;San Isidro - Lima - Lima;mercedes;benz c-180 kompressor;10000;mercedes benz c-180 kompressor 2007;automática (secuencial);2007
5492;;gasolina;88500;Miraflores - Lima - Lima;mercedes;benz 200;12500;mercedes benz 200 2008;automática (secuencial);2008
5493;;gasolina;27000;Santiago de Surco - Lima - Lima;mercedes;benz a200;;mercedes benz a200 2015;automática (secuencial);2015
5494;;gasolina;57000;Barranco - Lima - Lima;mercedes;benz glk-class;26500;mercedes benz glk-class 2015;automática (secuencial);2015
5495;;gasolina;56255;Chincha Alta - Chincha - Ica;mercedes;benz clase gla;23000;mercedes benz clase gla 2014;automática (secuencial);2014
5496;;gasolina;146900;La Victoria - Lima - Lima;mercedes;benz c-200 kompressor;5800;mercedes benz c-200 kompressor 2001;automática (secuencial);2001
5497;;gasolina;18800;Jesus Maria - Lima - Lima;mercedes;benz a-180;21600;mercedes benz a-180 2017;mecánica;2017
5498;;gasolina;32000;San Isidro - Lima - Lima;mercedes;benz cla 200;19500;mercedes benz cla 200 2013;automática (secuencial);2013
5499;;gasolina;16000;Barranco - Lima - Lima;mercedes;benz a200;23500;mercedes benz a200 2016;automática (secuencial);2016
5500;;gasolina;174000;Miraflores - Lima - Lima;mercedes;benz e-200;5800;mercedes benz e-200 1993;automática;1993
5501;;gasolina;9500;San Isidro - Lima - Lima;mercedes;benz c-200 elegance;31200;mercedes benz c-200 elegance 2017;automática (secuencial);2017
5502;;gasolina;11000;San Isidro - Lima - Lima;mercedes;benz a200;20000;mercedes benz a200 2014;automática (secuencial);2014
5503;;gasolina;51;Ica - Ica - Ica;mercedes;benz a200;18500;mercedes benz a200 2014;mecánica;2014
5504;;gasolina;;Lima - Lima - Lima;mercedes;benz sec-500;8500;mercedes benz sec-500 1982;automática;1982
5505;;gasolina;98000;Lima - Lima - Lima;mercedes;benz 190;65000;mercedes benz 190 1990;automática (secuencial);1990
5506;;gasolina;5400;Magdalena del Mar - Lima - Lima;mercedes;benz e-200;42000;mercedes benz e-200 2018;automática;2018
5507;;gasolina;165000;La Molina - Lima - Lima;mercedes;benz c-240;5800;mercedes benz c-240 2001;automática (secuencial);2001
5508;;gasolina;15800;San Isidro - Lima - Lima;mercedes;benz cla 200;26500;mercedes benz cla 200 2016;automática (secuencial);2016
5509;;gasolina;40000;Barranco - Lima - Lima;mercedes;benz c 63 amg s;36000;mercedes benz c 63 amg s 2015;automática (secuencial);2015
5510;;gasolina;40000;Santiago de Surco - Lima - Lima;mercedes;benz a200;18700;mercedes benz a200 2014;automática (secuencial);2014
5511;;gasolina;11000;Santiago de Surco - Lima - Lima;mercedes;benz cla 200;28500;mercedes benz cla 200 2017;automática (secuencial);2017
5512;;gasolina;95000;Los Olivos - Lima - Lima;mercedes;benz e-200;7770;mercedes benz e-200 2009;automática (secuencial);2009
5513;;gasolina;70000;San Borja - Lima - Lima;mercedes;benz e-200;16900;mercedes benz e-200 2013;mecánica;2013
5514;;gasolina;39000;Miraflores - Lima - Lima;mercedes;benz gla  200;24900;mercedes benz gla  200 2016;automática (secuencial);2016
5515;;gasolina;;Miraflores - Lima - Lima;mercedes;benz e-320;;mercedes benz e-320 2003;automática (secuencial);2003
5516;"conservado; todo original; motor ok; asientos cuero; mecánic";gasolina;173800;Pueblo Libre - Lima - Lima;mercedes;benz 190-e;3100;mercedes benz 190-e 1985;mecánica;1985
5517;elegance ;gasolina;160000;Barranco - Lima - Lima;mercedes;benz e-240;6900;mercedes benz e-240 1998;automática;1998
5518;convertible amg cabriolet ;gasolina;17000;Barranco - Lima - Lima;mercedes;benz e-350;29500;mercedes benz e-350 2011;automática (secuencial);2011
5519;full 6,2 v8 ;gasolina;26200;Barranco - Lima - Lima;mercedes;benz c63-amg;39000;mercedes benz c63-amg 2013;automática (secuencial);2013
5520;"impecable; refull; servicios al dia en divemotor y germania";gasolina;63000;San Borja - Lima - Lima;mercedes;benz cls-350;25000;mercedes benz cls-350 2011;automática (secuencial);2011
5521;"impecable;paq amg;refull; servicios al dia en divemotor";gasolina;52000;San Borja - Lima - Lima;mercedes;benz e-250;25000;mercedes benz e-250 2013;automática (secuencial);2013
5522;"impecable; paq amg;servicios al dia en divemotor";gasolina;38000;San Borja - Lima - Lima;mercedes;benz gle 400 4matic;;mercedes benz gle 400 4matic 2016;automática (secuencial);2016
5523;"impecable; solo 14000kms;servicios al dia en divemotor";gasolina;14000;San Borja - Lima - Lima;mercedes;benz gls 400 4matic;69000;mercedes benz gls 400 4matic 2017;automática (secuencial);2017
5524;;diesel;87000;San Miguel - Lima - Lima;mercedes;benz e-220;10500;mercedes benz e-220 2009;automática (secuencial);2009
5525;;gasolina;41700;Magdalena del Mar - Lima - Lima;mercedes;benz cla 200;21000;mercedes benz cla 200 2016;automática (secuencial);2016
5526;;gasolina;126121;Miraflores - Lima - Lima;mercedes;benz c-180 kompressor;10600;mercedes benz c-180 kompressor 2009;automática;2009
5527;;gasolina;33500;Chorrillos - Lima - Lima;mercedes;benz c-180;18600;mercedes benz c-180 2013;automática (secuencial);2013
5528;;gasolina;23000;Miraflores - Lima - Lima;mercedes;benz c-250;29400;mercedes benz c-250 2015;automática (secuencial);2015
5529;mercedes e-240 impecable!!!;gasolina;97000;San Isidro - Lima - Lima;mercedes;benz e-240;5990;mercedes benz e-240 1998;automática;1998
5530;;gasolina;93000;Miraflores - Lima - Lima;mercedes;benz e-350;;mercedes benz e-350 2010;automática;2010
5531;;gasolina;28000;Miraflores - Lima - Lima;mercedes;benz a200;;mercedes benz a200 2014;automática;2014
5532;;gasolina;;Santiago de Surco - Lima - Lima;mercedes;benz ml 63 amg;24000;mercedes benz ml 63 amg 2009;automática (secuencial);2009
5533;;gasolina;189500;Santiago de Surco - Lima - Lima;mercedes;benz e-320;5300;mercedes benz e-320 1997;automática;1997
5534;;diesel;;Miraflores - Lima - Lima;mercedes;benz 250 td;1100;mercedes benz 250 td 1989;automática;1989
5535;;gasolina;10500;San Isidro - Lima - Lima;mercedes;benz a250;22300;mercedes benz a250 2015;automática (secuencial);2015
5536;;gasolina;64000;Miraflores - Lima - Lima;mercedes;benz ml 63 amg;44500;mercedes benz ml 63 amg 2014;automática (secuencial);2014
5537;;gasolina;180000;Santiago de Surco - Lima - Lima;mercedes;benz 230;8500;mercedes benz 230 1966;mecánica;1966
5538;;gasolina;105000;Barranco - Lima - Lima;mercedes;benz e-320;6200;mercedes benz e-320 1998;automática (secuencial);1998
5539;mercedes-benz s420 impecable solo conocedores;gasolina;105000;Barranco - Lima - Lima;mercedes;benz s420;7900;mercedes benz s420 1995;automática;1995
5540;;gasolina;56000;Miraflores - Lima - Lima;mercedes;benz e-250;17500;mercedes benz e-250 2011;automática (secuencial);2011
5541;mercedes benz gla 180 - divemotor;gasolina;;Trujillo - Trujillo - La Libertad;mercedes;benz gla 180;36990;mercedes benz gla 180 2019;automática;2019
5542;;gasolina;32172;San Isidro - Lima - Lima;mercedes;benz c-180 sport coupe;28650;mercedes benz c-180 sport coupe 2016;automática;2016
5543;;gasolina;;Miraflores - Lima - Lima;mercedes;benz cla 200;18900;mercedes benz cla 200 2014;automática (secuencial);2014
5544;;gasolina;69000;San Juan de Miraflores - Lima - Lima;mercedes;benz cla 200;7000;mercedes benz cla 200 2017;mecánica;2017
5545;;gasolina;21000;Miraflores - Lima - Lima;mercedes;benz a200;23700;mercedes benz a200 2016;automática (secuencial);2016
5546;;gasolina;17000;Santiago de Surco - Lima - Lima;mercedes;benz cla 180;22500;mercedes benz cla 180 2015;automática (secuencial);2015
5547;;diesel;;Oropesa - Antabamba - Apurimac;mercedes;benz vaneo;9800;mercedes benz vaneo 2017;automática;2017
5548;;gasolina;120000;San Isidro - Lima - Lima;mercedes;benz 500sel;6800;mercedes benz 500sel 1983;automática;1983
5549;;gasolina;63000;La Molina - Lima - Lima;mercedes;benz e-350;16990;mercedes benz e-350 2011;automática (secuencial);2011
5550;;gasolina;28000;Lima - Lima - Lima;mercedes;benz a200;21500;mercedes benz a200 2016;automática (secuencial);2016
5551;;gasolina;19363;Lamas - Lamas - San Martin;mercedes;benz clase gle;18000;mercedes benz clase gle 2016;automática;2016
5552;;gasolina;16000;Santiago de Surco - Lima - Lima;mercedes;benz cla 180;22500;mercedes benz cla 180 2015;automática (secuencial);2015
5553;;gasolina;50000;Santiago de Surco - Lima - Lima;mercedes;benz a200;17900;mercedes benz a200 2013;mecánica;2013
5554;;gasolina;68000;San Borja - Lima - Lima;mercedes;benz c-180;17000;mercedes benz c-180 2013;automática (secuencial);2013
5555;;gasolina;19363;Lima - Lima - Lima;mercedes;benz gle 400 4matic;20000;mercedes benz gle 400 4matic 2016;automática (secuencial);2016
5556;;gasolina;55000;El Tambo - Huancayo - Junin;mercedes;benz a200;16900;mercedes benz a200 2013;mecánica;2013
5557;;gasolina;46230;Miraflores - Lima - Lima;mercedes;benz cla 200;19800;mercedes benz cla 200 2014;automática (secuencial);2014
5558;;gasolina;20700;San Isidro - Lima - Lima;mercedes;benz c-180;19500;mercedes benz c-180 2012;automática (secuencial);2012
5559;;gasolina;13800;La Molina - Lima - Lima;mercedes;benz cla 180;25700;mercedes benz cla 180 2017;automática (secuencial);2017
5560;;gasolina;24200;Miraflores - Lima - Lima;mercedes;benz a-180;20500;mercedes benz a-180 2017;mecánica;2017
5561;;gasolina;188000;Trujillo - Trujillo - La Libertad;mercedes;benz ce-300;;mercedes benz ce-300 1992;automática;1992
5562;;gasolina;54955;Miraflores - Lima - Lima;mercedes;benz c-180;19000;mercedes benz c-180 2013;automática;2013
5563;;gasolina;41000;Miraflores - Lima - Lima;mercedes;benz cla 200;;mercedes benz cla 200 2016;automática (secuencial);2016
5564;;gasolina;53000;Santiago de Surco - Lima - Lima;mercedes;benz cla 200;22500;mercedes benz cla 200 2014;automática (secuencial);2014
5565;;gasolina;163993;San Borja - Lima - Lima;mercedes;benz 190-e;3300;mercedes benz 190-e 1988;automática;1988
5566;;gasolina;23500;Miraflores - Lima - Lima;mercedes;benz a200;24500;mercedes benz a200 2017;automática (secuencial);2017
5567;;gasolina;28084;Tacna - Tacna - Tacna;mercedes;benz g 55 amg;27000;mercedes benz g 55 amg 2016;automática;2016
5568;;gasolina;47000;Santiago de Surco - Lima - Lima;mercedes;benz gla  200;28500;mercedes benz gla  200 2014;automática (secuencial);2014
5569;;gasolina;24894;Lima - Lima - Lima;mercedes;benz clase g;20000;mercedes benz clase g 2014;automática;2014
5570;;gasolina;92000;Jesus Maria - Lima - Lima;mercedes;benz c-180;13700;mercedes benz c-180 2011;automática;2011
5571;;gasolina;64000;Magdalena del Mar - Lima - Lima;mercedes;benz c-180 kompressor;12000;mercedes benz c-180 kompressor 2009;automática (secuencial);2009
5572;;gasolina;;Miraflores - Lima - Lima;mercedes;benz 220-e;5500;mercedes benz 220-e 1991;automática;1991
5573;;gasolina;230000;Miraflores - Lima - Lima;mercedes;benz c180;3900;mercedes benz c180 1994;automática;1994
5574;;gasolina;12000;Los Olivos - Lima - Lima;mercedes;benz c-180;28800;mercedes benz c-180 2017;automática (secuencial);2017
5575;;gasolina;63000;San Miguel - Lima - Lima;mercedes;benz c-180 sport coupe;15900;mercedes benz c-180 sport coupe 2013;mecánica;2013
5576;;gasolina;65000;Chiclayo - Chiclayo - Lambayeque;mercedes;benz ml 350;32000;mercedes benz ml 350 2013;automática (secuencial);2013
5577;;gasolina;42000;Santiago de Surco - Lima - Lima;mercedes;benz c 63 amg s;26600;mercedes benz c 63 amg s 2009;automática (secuencial);2009
5578;;gasolina;165000;La Molina - Lima - Lima;mercedes;benz c-240;6000;mercedes benz c-240 2003;automática (secuencial);2003
5579;;gasolina;61299;San Isidro - Lima - Lima;mercedes;benz e-250;17000;mercedes benz e-250 2011;automática (secuencial);2011
5580;;gasolina;30000;La Molina - Lima - Lima;mercedes;benz c 63 amg s;30900;mercedes benz c 63 amg s 2013;automática (secuencial);2013
5581;;diesel;54700;Lima - Lima - Lima;mercedes;benz sprinter;28000;mercedes benz sprinter 2013;mecánica;2013
5582;;gasolina;21000;Miraflores - Lima - Lima;mercedes;benz a200;23700;mercedes benz a200 2016;automática (secuencial);2016
5583;;gasolina;115000;Santiago de Surco - Lima - Lima;mercedes;benz b200;8500;mercedes benz b200 2007;mecánica;2007
5584;;gasolina;8000;San Isidro - Lima - Lima;mercedes;benz c-250;37900;mercedes benz c-250 2017;automática (secuencial);2017
5585;;gasolina;98500;La Molina - Lima - Lima;mercedes;benz ml 350;17500;mercedes benz ml 350 2008;automática (secuencial);2008
5586;;gasolina;127026;Cahuacho - Caraveli - Arequipa;mercedes;benz ml 63 amg;;mercedes benz ml 63 amg 2014;automática;2014
5587;;gasolina;19000;San Borja - Lima - Lima;mercedes;benz cla 180;24490;mercedes benz cla 180 2017;automática (secuencial);2017
5588;;gasolina;47500;San Borja - Lima - Lima;mercedes;benz c 63 amg s;25000;mercedes benz c 63 amg s 2010;automática (secuencial);2010
5589;;gasolina;82000;San Borja - Lima - Lima;mercedes;benz c-200 elegance;;mercedes benz c-200 elegance 2011;automática (secuencial);2011
5590;;gasolina;172000;La Molina - Lima - Lima;mercedes;benz c-180 kompressor;10500;mercedes benz c-180 kompressor 2009;automática (secuencial);2009
5591;;gasolina;20000;Miraflores - Lima - Lima;mg;3;8000;mg mg3 2014;mecánica;2014
5592;;gasolina;18700;San Isidro - Lima - Lima;mg;3xross;8400;mg 3xross 2013;automática (secuencial);2013
5593;mg - mg3 hatchback;gasolina;33000;Trujillo - Trujillo - La Libertad;mg;3;7200;mg mg3 2013;mecánica;2013
5594;;gasolina;19500;Miraflores - Lima - Lima;mg;360;10300;mg 360 2017;automática;2017
5595;;gasolina;88250;Lince - Lima - Lima;mg;3;7500;mg 3 2013;automática;2013
5596;;gasolina;31000;San Isidro - Lima - Lima;mg;3;8500;mg 3 2013;automática (secuencial);2013
5597;;gasolina;28000;Miraflores - Lima - Lima;mg;5;10500;mg mg5 2010;automática;2010
5598;;dual;115000;San Miguel - Lima - Lima;mg;5;8000;mg 5 2014;mecánica;2014
5599;;gasolina;40000;Santiago de Surco - Lima - Lima;mg;3;7700;mg 3 2013;automática (secuencial);2013
5600;;gasolina;25000;Santiago de Surco - Lima - Lima;mg;3;9300;mg mg3 2015;mecánica;2015
5601;;gasolina;23000;La Molina - Lima - Lima;mg;5;11790;mg 5 2015;automática (secuencial);2015
5602;;diesel;23000;Copa - Cajatambo - Lima;mg;gt;;mg gt 2004;automática;2004
5603;"prácticamente nuevo; uso ejecutivo, ";gasolina;7000;Miraflores - Lima - Lima;mini;3 puertas;21500;mini 3 puertas 2017;mecánica;2017
5604;;gasolina;13500;San Isidro - Lima - Lima;mini;countryman;25500;mini countryman 2015;automática (secuencial);2015
5605;gran oportunidad - excelente estado - comodidad y estilo;gasolina;35000;La Molina - Lima - Lima;mini;countryman;18000;mini countryman 2014;mecánica;2014
5606;vehículo en excelente estado;gasolina;63657;Santiago de Surco - Lima - Lima;mini;cooper s;22500;mini cooper s 2015;mecánica;2015
5607;;gasolina;1576;La Molina - Lima - Lima;mini;3 puertas;30800;mini 3 puertas 2018;automática;2018
5608;"increíble ocasión; visítanos para una prueba de manejo";gasolina;6174;La Molina - Lima - Lima;mini;cooper;26800;mini cooper 2017;automática;2017
5609;mini cooper mt salt;gasolina;38900;La Molina - Lima - Lima;mini;cooper;15800;mini cooper 2014;mecánica;2014
5610;;gasolina;7500;Chorrillos - Lima - Lima;mini;cooper s;24500;mini cooper s 2016;automática (secuencial);2016
5611;;gasolina;24301;La Victoria - Lima - Lima;mini;cooper s;22900;mini cooper s 2015;automática (secuencial);2015
5612;;gasolina;10000;Surquillo - Lima - Lima;mini;clubman;26500;mini clubman 2017;automática (secuencial);2017
5613;chili pkg - 26 mil kms 2,0t twin turbo - precio conversable ;gasolina;26500;San Isidro - Lima - Lima;mini;cooper s;22900;mini cooper s 2014;mecánica;2014
5614;solo 45 mil kms 1,6t turbo - impecable - precio conversable ;gasolina;45740;San Isidro - Lima - Lima;mini;john cooper works;17800;mini john cooper works 2013;mecánica;2013
5615;;gasolina;24000;San Isidro - Lima - Lima;mini;cooper;14900;mini cooper 2013;mecánica;2013
5616;;gasolina;50000;Lima - Lima - Lima;mini;cooper s;17200;mini cooper s 2014;mecánica;2014
5617;;gasolina;50200;Miraflores - Lima - Lima;mini;cooper s;18300;mini cooper s 2014;mecánica;2014
5618;;gasolina;39000;La Molina - Lima - Lima;mini;john cooper works;20000;mini john cooper works 2012;mecánica;2012
5619;;gasolina;17000;Santiago de Surco - Lima - Lima;mini;cooper s;24000;mini cooper s 2017;mecánica;2017
5620;;gasolina;32351;Victor Larco Herrera - Trujillo - La Libertad;mini;cooper;22000;mini cooper 2015;automática (secuencial);2015
5621;;gasolina;7000;Miraflores - Lima - Lima;mini;countryman;34900;mini countryman 2017;automática (secuencial);2017
5622;;gasolina;8400;Santiago de Surco - Lima - Lima;mini;john cooper works;32500;mini john cooper works 2016;automática (secuencial);2016
5623;"prácticamente nuevo; uso ejecutivo, ";gasolina;7000;Miraflores - Lima - Lima;mini;3 puertas;21500;mini 3 puertas 2017;mecánica;2017
5624;;gasolina;13500;San Isidro - Lima - Lima;mini;countryman;25500;mini countryman 2015;automática (secuencial);2015
5625;gran oportunidad - excelente estado - comodidad y estilo;gasolina;35000;La Molina - Lima - Lima;mini;countryman;18000;mini countryman 2014;mecánica;2014
5626;vehículo en excelente estado;gasolina;63657;Santiago de Surco - Lima - Lima;mini;cooper s;22500;mini cooper s 2015;mecánica;2015
5627;;gasolina;1576;La Molina - Lima - Lima;mini;3 puertas;30800;mini 3 puertas 2018;automática;2018
5628;"increíble ocasión; visítanos para una prueba de manejo";gasolina;6174;La Molina - Lima - Lima;mini;cooper;26800;mini cooper 2017;automática;2017
5629;mini cooper mt salt;gasolina;38900;La Molina - Lima - Lima;mini;cooper;15800;mini cooper 2014;mecánica;2014
5630;;gasolina;7500;Chorrillos - Lima - Lima;mini;cooper s;24500;mini cooper s 2016;automática (secuencial);2016
5631;;gasolina;24301;La Victoria - Lima - Lima;mini;cooper s;22900;mini cooper s 2015;automática (secuencial);2015
5632;;gasolina;10000;Surquillo - Lima - Lima;mini;clubman;26500;mini clubman 2017;automática (secuencial);2017
5633;chili pkg - 26 mil kms 2,0t twin turbo - precio conversable ;gasolina;26500;San Isidro - Lima - Lima;mini;cooper s;22900;mini cooper s 2014;mecánica;2014
5634;solo 45 mil kms 1,6t turbo - impecable - precio conversable ;gasolina;45740;San Isidro - Lima - Lima;mini;john cooper works;17800;mini john cooper works 2013;mecánica;2013
5635;;gasolina;24000;San Isidro - Lima - Lima;mini;cooper;14900;mini cooper 2013;mecánica;2013
5636;;gasolina;50000;Lima - Lima - Lima;mini;cooper s;17200;mini cooper s 2014;mecánica;2014
5637;;gasolina;50200;Miraflores - Lima - Lima;mini;cooper s;18300;mini cooper s 2014;mecánica;2014
5638;;gasolina;39000;La Molina - Lima - Lima;mini;john cooper works;20000;mini john cooper works 2012;mecánica;2012
5639;;gasolina;17000;Santiago de Surco - Lima - Lima;mini;cooper s;24000;mini cooper s 2017;mecánica;2017
5640;;gasolina;32351;Victor Larco Herrera - Trujillo - La Libertad;mini;cooper;22000;mini cooper 2015;automática (secuencial);2015
5641;;gasolina;7000;Miraflores - Lima - Lima;mini;countryman;34900;mini countryman 2017;automática (secuencial);2017
5642;;gasolina;8400;Santiago de Surco - Lima - Lima;mini;john cooper works;32500;mini john cooper works 2016;automática (secuencial);2016
5643;;gasolina;1500;La Molina - Lima - Lima;mini;hatch cooper;29300;mini hatch cooper 2018;automática (secuencial);2018
5644;;gasolina;84426;La Molina - Lima - Lima;mini;countryman;19700;mini countryman 2013;automática (secuencial);2013
5645;;gasolina;68000;Santiago de Surco - Lima - Lima;mini;cooper;8900;mini cooper 2005;automática (secuencial);2005
5646;;gasolina;20000;Santiago de Surco - Lima - Lima;mini;john cooper works;22900;mini john cooper works 2015;mecánica;2015
5647;;gasolina;115000;Santiago de Surco - Lima - Lima;mini;cooper;9800;mini cooper 2011;mecánica;2011
5648;;gasolina;17000;Barranco - Lima - Lima;mini;cooper s;21000;mini cooper s 2015;automática (secuencial);2015
5649;"nuevo;50 kms;año 2019; refull ; jcw; servicios manasa";gasolina;50;San Borja - Lima - Lima;mini;john cooper works;44000;mini john cooper works 2019;automática (secuencial);2019
5650;"solo 11000kms; kit jcw;impecable;servicios en mini";gasolina;11000;San Borja - Lima - Lima;mini;cooper s;27500;mini cooper s 2016;automática (secuencial);2016
5651;;gasolina;2200;Huacho - Huaura - Lima;mini;5 puertas;26000;mini 5 puertas 2019;automática (secuencial);2019
5652;;gasolina;20200;La Molina - Lima - Lima;mini;clubman;22000;mini clubman 2016;automática;2016
5653;crédito vehicular / te ayudamos a vender tu auto;gasolina;60000;La Victoria - Lima - Lima;mini;cooper;12900;mini cooper 2013;mecánica;2013
5654;como nuevo! full equipo! 192hp!!! pocket rocket!;gasolina;44000;La Molina - Lima - Lima;mini;cooper s;18700;mini cooper s 2014;mecánica;2014
5655;;gasolina;95000;Pueblo Libre - Lima - Lima;mini;convertible;8000;mini convertible 2007;mecánica;2007
5656;;gasolina;70000;Jesus Maria - Lima - Lima;mini;3 puertas;14500;mini 3 puertas 2013;mecánica;2013
5657;;gasolina;92000;Miraflores - Lima - Lima;mini;cooper s;3900;mini cooper s 2004;mecánica;2004
5658;;gasolina;92150;Ilo - Ilo - Moquegua;mini;cooper s;5700;mini cooper s 2005;mecánica;2005
5659;;gasolina;32000;Miraflores - Lima - Lima;mini;john cooper works;23500;mini john cooper works 2012;mecánica;2012
5660;;gasolina;69100;San Borja - Lima - Lima;mini;cooper s;11490;mini cooper s 2011;mecánica;2011
5661;;gasolina;70000;Miraflores - Lima - Lima;mini;cooper s;14500;mini cooper s 2012;mecánica;2012
5662;;gasolina;34000;Cerro Colorado - Arequipa - Arequipa;mini;countryman;18000;mini countryman 2014;automática (secuencial);2014
5663;mitsubishi montero sport 2019 ;gasolina;1547;Miraflores - Lima - Lima;mitsubishi;montero sport;30500;mitsubishi montero sport 2019;automática (secuencial);2019
5664;timón original;gasolina;124000;Santiago de Surco - Lima - Lima;mitsubishi;galant;5000;mitsubishi galant 2004;automática;2004
5665;mitsubishi outlander 2016 4wd motor 2,4 gls;gasolina;85100;Santiago de Surco - Lima - Lima;mitsubishi;outlander;20900;mitsubishi outlander 2016;automática (secuencial);2016
5666;gran auto - gran oportunidad;gasolina;89000;Miraflores - Lima - Lima;mitsubishi;outlander;10700;mitsubishi outlander 2009;automática (secuencial);2009
5667;"poco uso - 17;800km";gasolina;17800;Miraflores - Lima - Lima;mitsubishi;lancer;10900;mitsubishi lancer 2014;automática;2014
5668;"la version mas equipada; con dos asientos electricos; full";gas glp;120000;Lima - Lima - Lima;mitsubishi;montero;9800;mitsubishi montero 2003;automática (secuencial);2003
5669;"la version mas equipada; con 2 asientos electricos";gas glp;106173;Lince - Lima - Lima;mitsubishi;montero;10800;mitsubishi montero 2004;automática (secuencial);2004
5670;vendo carro en excelente estado y único dueño,;gasolina;65000;San Isidro - Lima - Lima;mitsubishi;asx;12900;mitsubishi asx 2013;mecánica;2013
5671;vendo por viaje;dual;140000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;11500;mitsubishi outlander 2008;automática (secuencial);2008
5672;ocasion por viaje;diesel;160000;Los Olivos - Lima - Lima;mitsubishi;l200;14980;mitsubishi l200 2012;mecánica;2012
5673;;gasolina;46000;Magdalena del Mar - Lima - Lima;mitsubishi;mirage;7900;mitsubishi mirage 2014;automática;2014
5674;"mitsubishi montero sport en garantia us 24;800";gasolina;52000;Santiago de Surco - Lima - Lima;mitsubishi;montero sport;24500;mitsubishi montero sport 2015;automática;2015
5675;perfecto estado ;gasolina;5000;San Martin de Porres - Lima - Lima;mitsubishi;mirage g4;10800;mitsubishi mirage g4 2015;automática;2015
5676;mitsubishi montero sport 2019 ;gasolina;1547;Miraflores - Lima - Lima;mitsubishi;montero sport;30500;mitsubishi montero sport 2019;automática (secuencial);2019
5677;timón original;gasolina;124000;Santiago de Surco - Lima - Lima;mitsubishi;galant;5000;mitsubishi galant 2004;automática;2004
5678;mitsubishi outlander 2016 4wd motor 2,4 gls;gasolina;85100;Santiago de Surco - Lima - Lima;mitsubishi;outlander;20900;mitsubishi outlander 2016;automática (secuencial);2016
5679;gran auto - gran oportunidad;gasolina;89000;Miraflores - Lima - Lima;mitsubishi;outlander;10700;mitsubishi outlander 2009;automática (secuencial);2009
5680;"poco uso - 17;800km";gasolina;17800;Miraflores - Lima - Lima;mitsubishi;lancer;10900;mitsubishi lancer 2014;automática;2014
5681;"la version mas equipada; con dos asientos electricos; full";gas glp;120000;Lima - Lima - Lima;mitsubishi;montero;9800;mitsubishi montero 2003;automática (secuencial);2003
5682;"la version mas equipada; con 2 asientos electricos";gas glp;106173;Lince - Lima - Lima;mitsubishi;montero;10800;mitsubishi montero 2004;automática (secuencial);2004
5683;vendo carro en excelente estado y único dueño,;gasolina;65000;San Isidro - Lima - Lima;mitsubishi;asx;12900;mitsubishi asx 2013;mecánica;2013
5684;vendo por viaje;dual;140000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;11500;mitsubishi outlander 2008;automática (secuencial);2008
5685;ocasion por viaje;diesel;160000;Los Olivos - Lima - Lima;mitsubishi;l200;14980;mitsubishi l200 2012;mecánica;2012
5686;;gasolina;46000;Magdalena del Mar - Lima - Lima;mitsubishi;mirage;7900;mitsubishi mirage 2014;automática;2014
5687;"mitsubishi montero sport en garantia us 24;800";gasolina;52000;Santiago de Surco - Lima - Lima;mitsubishi;montero sport;24500;mitsubishi montero sport 2015;automática;2015
5688;perfecto estado ;gasolina;5000;San Martin de Porres - Lima - Lima;mitsubishi;mirage g4;10800;mitsubishi mirage g4 2015;automática;2015
5689;vehículo en excelente estado;dual;220000;Villa El Salvador - Lima - Lima;mitsubishi;nativa;7800;mitsubishi nativa 2000;automática;2000
5690;lancer mx saloon 1500 c,c dual / glp;dual;129000;Santiago de Surco - Lima - Lima;mitsubishi;lancer;4500;mitsubishi lancer 1999;mecánica;1999
5691;#sayajo vehiculares vende mitsubishi año2008 4*4 full equipo;gasolina;125000;Miraflores - Lima - Lima;mitsubishi;outlander;8900;mitsubishi outlander 2008;automática (secuencial);2008
5692;;gasolina;124000;Miraflores - Lima - Lima;mitsubishi;outlander;8800;mitsubishi outlander 2008;automática (secuencial);2008
5693;"auto versatil; muy cómodo;3 filas;poco consumo de gasolina,";gasolina;12400;San Isidro - Lima - Lima;mitsubishi;outlander;24500;mitsubishi outlander 2018;automática (secuencial);2018
5694;;gasolina;12299;Santiago de Surco - Lima - Lima;mitsubishi;asx;;mitsubishi asx 2017;mecánica;2017
5695;;gasolina;112000;Miraflores - Lima - Lima;mitsubishi;nativa;9900;mitsubishi nativa 2006;automática (secuencial);2006
5696;;diesel;51000;Miraflores - Lima - Lima;mitsubishi;l200;17800;mitsubishi l200 2014;mecánica;2014
